SUPPLIER NAME,EMS CODE,DGP ITEM,EMS ITEM,BUYER CODE,BUYER NAME,Oct,Nov,Dec,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,TTL,Life Cycle,Collabs,Project,Platform
SHIN ZU SHING CO LTD,000006,1T1Y1,AM749000801,G076,"He, Wei Tao",7166,5760,5338,5086,1370,1079,925,534,437,0,3,0,27698,MP,1,TETON;TETON MTL 2IN1 14,Latitude
SHIN ZU SHING CO LTD,000006,MMM67,AM749000901,G076,"He, Wei Tao",7166,5760,5338,5086,1370,1079,925,534,437,0,3,0,27698,MP,1,TETON;TETON MTL 2IN1 14,Latitude
CASETEK SINGAPORE PTE LTD,000006,003D1,AM3RY000463,G076,"He, Wei Tao",103,4,4,2,0,0,0,0,0,0,0,0,113,LTB,1,RENEGADE;ORCHID BAY MLK,Precision
Suzhou Dazhi Comm Accessory Co Ltd.,000006,003D1,AM3RY000462,G076,"He, Wei Tao",103,4,4,2,0,0,0,0,0,0,0,0,113,LTB,1,RENEGADE;ORCHID BAY MLK,Precision
Suzhou Dazhi Comm Accessory Co Ltd.,000006,M7R6H,AM3RY000142,G076,"He, Wei Tao",11051,7782,8358,9858,7075,8545,9704,6914,7223,5893,2091,1857,86351,MP,1,ORCHID BAY MLK;ORCHID BAY MLK2 MTL-H CS 14,Precision
Suzhou Dazhi Comm Accessory Co Ltd.,000006,T04R8,AM3RY000472,G076,"He, Wei Tao",60,2,2,2,0,0,0,0,0,0,0,0,66,LTB,1,RENEGADE;ORCHID BAY MLK,Precision
CASETEK SINGAPORE PTE LTD,000006,M7R6H,AM3RY000143,G076,"He, Wei Tao",11051,7782,8358,9858,7075,8545,9704,6914,7223,5893,2091,1857,86351,MP,1,ORCHID BAY MLK;ORCHID BAY MLK2 MTL-H CS 14,Precision
CASETEK SINGAPORE PTE LTD,000006,T04R8,AM3RY000473,G076,"He, Wei Tao",60,2,2,2,0,0,0,0,0,0,0,0,66,LTB,1,RENEGADE;ORCHID BAY MLK,Precision
Compal Precision Module Jiangsu Ltd,000006,C52KF,AM749000601,G076,"He, Wei Tao",,,,,,,,,,,,,,EOL,0,,
Catcher Technology Co Ltd,000006,6M2JW,AM749000101,G076,"He, Wei Tao",7166,5760,5338,5086,1370,1079,925,534,437,0,3,0,27698,MP,1,TETON,Latitude
Catcher Technology Co Ltd,000006,FDDT1,AM749000301,G076,"He, Wei Tao",0,0,0,0,0,0,0,0,0,0,0,0,0,EOL,0,TETON,Latitude
Compal Precision Module Jiangsu Ltd,000006,205CJ,AM749000501,G076,"He, Wei Tao",300,55,44,43,0,0,0,0,0,0,0,0,442,LTB,1,TETON,Latitude
HONGKONG CHUNQIU INTERNATIONAL CO,000006,205CJ,AM749000503,G076,"He, Wei Tao",300,55,44,43,0,0,0,0,0,0,0,0,442,LTB,1,TETON,Latitude
Catcher Technology Co Ltd,000006,57XY2,AM749000201,G076,"He, Wei Tao",0,0,0,0,0,0,0,0,0,0,0,0,0,EOL,0,TETON,Latitude
JARLLYTEC CO LTD,000006,1T1Y1,AM749000803,G076,"He, Wei Tao",7166,5760,5338,5086,1370,1079,925,534,437,0,3,0,27698,MP,1,TETON;TETON MTL 2IN1 14,Latitude
Compal Precision Module Jiangsu Ltd,000006,92D70,AM749000511,G076,"He, Wei Tao",58,29,22,24,0,0,0,0,0,0,0,0,133,LTB,1,TETON,Latitude
Kunshan Wanhe Precision Electron Co,000006,MMM67,AM749000902,G076,"He, Wei Tao",7166,5760,5338,5086,1370,1079,925,534,437,0,3,0,27698,MP,1,TETON;TETON MTL 2IN1 14,Latitude
JARLLYTEC CO LTD,000006,MMM67,AM749000903,G076,"He, Wei Tao",7166,5760,5338,5086,1370,1079,925,534,437,0,3,0,27698,MP,1,TETON;TETON MTL 2IN1 14,Latitude
HONGKONG CHUNQIU INTERNATIONAL CO,000006,92D70,AM749000513,G076,"He, Wei Tao",58,29,22,24,0,0,0,0,0,0,0,0,133,LTB,1,TETON,Latitude
Kunshan Wanhe Precision Electron Co,000006,1T1Y1,AM749000802,G076,"He, Wei Tao",7166,5760,5338,5086,1370,1079,925,534,437,0,3,0,27698,MP,1,TETON;TETON MTL 2IN1 14,Latitude
JARLLYTEC CO LTD,000006,RWF43,AM407000E04,G076,"He, Wei Tao",528137,429432,430493,394862,399578,401860,317532,166702,105390,33974,2505,2280,3212745,MP,1,ARCHES 14;ARCHES 14P,Precision;Latitude
JARLLYTEC CO LTD,000006,RM86H,AM407000D04,G076,"He, Wei Tao",528137,429432,430493,394862,399578,401860,317532,166702,105390,33974,2505,2280,3212745,MP,1,ARCHES 14;ARCHES 14P,Precision;Latitude
VOSO HINGE INTELLIGENCE TECHNOLOGY,000006,RM86H,AM407000D03,G076,"He, Wei Tao",528137,429432,430493,394862,399578,401860,317532,166702,105390,33974,2505,2280,3212745,MP,1,ARCHES 14;ARCHES 14P,Precision;Latitude
VOSO HINGE INTELLIGENCE TECHNOLOGY,000006,RWF43,AM407000E03,G076,"He, Wei Tao",528137,429432,430493,394862,399578,401860,317532,166702,105390,33974,2505,2280,3212745,MP,1,ARCHES 14;ARCHES 14P,Precision;Latitude
Kunshan Wanhe Precision Electron Co,000006,RWF43,AM407000E02,G076,"He, Wei Tao",528137,429432,430493,394862,399578,401860,317532,166702,105390,33974,2505,2280,3212745,MP,1,ARCHES 14;ARCHES 14P,Precision;Latitude
Kunshan Wanhe Precision Electron Co,000006,RM86H,AM407000D02,G076,"He, Wei Tao",528137,429432,430493,394862,399578,401860,317532,166702,105390,33974,2505,2280,3212745,MP,1,ARCHES 14;ARCHES 14P,Precision;Latitude
JUTENG ELECTRONIC TECHNOLOGY (TAIZHOU) CO LTD,000006,G81V4,AM3WC000G02,G076,"He, Wei Tao",440,0,0,0,0,0,0,0,0,0,0,0,440,LTB,1,NEXUS 14 INTEL,Alienware Notebook
Compal Precision Module Jiangsu Ltd,000006,DW98X,AP30K000405,G076,"He, Wei Tao",,,,,,,,,,,,,,EOL,0,,
MPT SOLUTION (HK) LIMITED,000006,GXPR8,AQ3RY000162,G076,"He, Wei Tao",322,235,198,106,250,109,110,83,187,82,0,0,1682,MP,1,ORCHID BAY MLK,Precision
Catcher Technology Co Ltd,000006,GXPR8,AQ3RY000161,G076,"He, Wei Tao",322,235,198,106,250,109,110,83,187,82,0,0,1682,MP,1,ORCHID BAY MLK,Precision
Catcher Technology Co Ltd,000006,H7J9K,AQ3RY000141,G076,"He, Wei Tao",9324,6272,6776,8234,5797,7205,8293,5826,5804,4590,1218,1195,70534,MP,1,ORCHID BAY MLK,Precision
MPT SOLUTION (HK) LIMITED,000006,H7J9K,AQ3RY000142,G076,"He, Wei Tao",9324,6272,6776,8234,5797,7205,8293,5826,5804,4590,1218,1195,70534,MP,1,ORCHID BAY MLK,Precision
Catcher Technology Co Ltd,000006,MWNFT,AQ3RY000151,G076,"He, Wei Tao",1395,1265,1376,1513,1027,1230,1298,1003,1229,1218,487,372,13413,MP,1,ORCHID BAY MLK;CFI ENTERPRISE;CFI NOTEBOOK;CFI DESKTOP;CFI TABLET;ORCHID BAY MLK2 MTL-H CS 14,DellPlus;Precision
MPT SOLUTION (HK) LIMITED,000006,MWNFT,AQ3RY000152,G076,"He, Wei Tao",1395,1265,1376,1513,1027,1230,1298,1003,1229,1218,487,372,13413,MP,1,ORCHID BAY MLK;CFI ENTERPRISE;CFI NOTEBOOK;CFI DESKTOP;CFI TABLET;ORCHID BAY MLK2 MTL-H CS 14,DellPlus;Precision
CASETEK SINGAPORE PTE LTD,000006,8RYJC,AM3RY000453,G076,"He, Wei Tao",0,0,0,0,0,0,0,0,0,0,0,0,0,EOL,0,ORCHID BAY MLK,Precision
CASETEK SINGAPORE PTE LTD,000006,6MXPH,AM3RY000443,G076,"He, Wei Tao",0,0,0,0,0,0,0,0,0,0,0,0,0,EOL,0,ORCHID BAY MLK,Precision
Suzhou Dazhi Comm Accessory Co Ltd.,000006,8RYJC,AM3RY000452,G076,"He, Wei Tao",0,0,0,0,0,0,0,0,0,0,0,0,0,EOL,0,ORCHID BAY MLK,Precision
Suzhou Dazhi Comm Accessory Co Ltd.,000006,6MXPH,AM3RY000442,G076,"He, Wei Tao",0,0,0,0,0,0,0,0,0,0,0,0,0,EOL,0,ORCHID BAY MLK,Precision
CASETEK SINGAPORE PTE LTD,000006,GG53K,AM3RY000133,G076,"He, Wei Tao",0,0,0,0,0,0,0,0,0,0,0,0,0,EOL,0,ORCHID BAY MLK,Precision
Suzhou Dazhi Comm Accessory Co Ltd.,000006,GG53K,AM3RY000132,G076,"He, Wei Tao",0,0,0,0,0,0,0,0,0,0,0,0,0,EOL,0,ORCHID BAY MLK,Precision
SUZHOU FORIN NEW,000006,NXHXJ,AP408000203,G076,"He, Wei Tao",1016,2,2,1,0,0,0,0,0,0,0,0,1021,LTB,1,ARCHES 14P,Precision
MPT SOLUTION (HK) LIMITED,000006,NXHXJ,AP408000201,G076,"He, Wei Tao",1016,2,2,1,0,0,0,0,0,0,0,0,1021,LTB,1,ARCHES 14P,Precision
HONGKONG CHUNQIU INTERNATIONAL CO,000006,W53JM,AP408000104,G076,"He, Wei Tao",143,2,2,2,0,0,0,0,0,0,0,0,149,LTB,1,ARCHES 14P,Precision
SUZHOU FORIN NEW,000006,W53JM,AP408000103,G076,"He, Wei Tao",143,2,2,2,0,0,0,0,0,0,0,0,149,LTB,1,ARCHES 14P,Precision
JU TENG (NEIJIANG) COMMUNICATION,000006,NXHXJ,AP408000202,G076,"He, Wei Tao",1016,2,2,1,0,0,0,0,0,0,0,0,1021,LTB,1,ARCHES 14P,Precision
JU TENG (NEIJIANG) COMMUNICATION,000006,WMRKG,AP407000502,G076,"He, Wei Tao",3019,494,207,375,0,0,0,0,0,0,0,0,4095,LTB,1,ARCHES 14,Latitude
SUZHOU FORIN NEW,000006,WMRKG,AP407000503,G076,"He, Wei Tao",3019,494,207,375,0,0,0,0,0,0,0,0,4095,LTB,1,ARCHES 14,Latitude
MPT SOLUTION (HK) LIMITED,000006,W53JM,AP408000101,G076,"He, Wei Tao",143,2,2,2,0,0,0,0,0,0,0,0,149,LTB,1,ARCHES 14P,Precision
JU TENG (NEIJIANG) COMMUNICATION,000006,W53JM,AP408000102,G076,"He, Wei Tao",143,2,2,2,0,0,0,0,0,0,0,0,149,LTB,1,ARCHES 14P,Precision
SUZHOU FORIN NEW,000006,5PYPR,AP407000403,G076,"He, Wei Tao",32017,11437,3361,5388,144,0,0,0,0,0,0,0,52347,MP,1,ARCHES 14,Latitude
HONGKONG CHUNQIU INTERNATIONAL CO,000006,5PYPR,AP407000404,G076,"He, Wei Tao",32017,11437,3361,5388,144,0,0,0,0,0,0,0,52347,MP,1,ARCHES 14,Latitude
MPT SOLUTION (HK) LIMITED,000006,G60N1,AP407000801,G076,"He, Wei Tao",37329,29102,28942,27352,27891,29010,23364,11023,6564,2024,314,283,223198,MP,1,ARCHES MTL CS 14;ARCHES P 3 MTL CS 14;ARCHES 14;ARCHES 14P,Precision;Latitude
MPT SOLUTION (HK) LIMITED,000006,WMRKG,AP407000501,G076,"He, Wei Tao",3019,494,207,375,0,0,0,0,0,0,0,0,4095,LTB,1,ARCHES 14,Latitude
JU TENG (NEIJIANG) COMMUNICATION,000006,G60N1,AP407000802,G076,"He, Wei Tao",37329,29102,28942,27352,27891,29010,23364,11023,6564,2024,314,283,223198,MP,1,ARCHES MTL CS 14;ARCHES P 3 MTL CS 14;ARCHES 14;ARCHES 14P,Precision;Latitude
HONGKONG CHUNQIU INTERNATIONAL CO,000006,7C1DW,AP407000704,G076,"He, Wei Tao",490808,400330,401551,367510,371687,372850,294168,155679,98826,31950,2191,1997,2989547,MP,1,ARCHES MTL CS 14;ARCHES P 3 MTL CS 14;ARCHES 14;ARCHES 14P,Precision;Latitude
SUZHOU FORIN NEW,000006,7C1DW,AP407000703,G076,"He, Wei Tao",490808,400330,401551,367510,371687,372850,294168,155679,98826,31950,2191,1997,2989547,MP,1,ARCHES MTL CS 14;ARCHES P 3 MTL CS 14;ARCHES 14;ARCHES 14P,Precision;Latitude
MPT SOLUTION (HK) LIMITED,000006,5PYPR,AP407000401,G076,"He, Wei Tao",32017,11437,3361,5388,144,0,0,0,0,0,0,0,52347,MP,1,ARCHES 14,Latitude
JU TENG (NEIJIANG) COMMUNICATION,000006,7C1DW,AP407000702,G076,"He, Wei Tao",490808,400330,401551,367510,371687,372850,294168,155679,98826,31950,2191,1997,2989547,MP,1,ARCHES MTL CS 14;ARCHES P 3 MTL CS 14;ARCHES 14;ARCHES 14P,Precision;Latitude
MPT SOLUTION (HK) LIMITED,000006,7C1DW,AP407000701,G076,"He, Wei Tao",490808,400330,401551,367510,371687,372850,294168,155679,98826,31950,2191,1997,2989547,MP,1,ARCHES MTL CS 14;ARCHES P 3 MTL CS 14;ARCHES 14;ARCHES 14P,Precision;Latitude
CASETEK SINGAPORE PTE LTD,000006,G81V4,AM3WC000G01,G076,"He, Wei Tao",440,0,0,0,0,0,0,0,0,0,0,0,440,LTB,1,NEXUS 14 INTEL,Alienware Notebook
Compal Precision Module Jiangsu Ltd,000006,DGMFM,AM3WC000721,G076,"He, Wei Tao",0,0,0,0,0,0,0,0,0,0,0,0,0,EOL,0,NEXUS 14 INTEL,Inspiron;Alienware Notebook
Compal Precision Module Jiangsu Ltd,000006,YPV5R,AM3WC000711,G076,"He, Wei Tao",0,0,0,0,0,0,0,0,0,0,0,0,0,EOL,0,NEXUS 14 INTEL,Inspiron;Alienware Notebook
VOSO HINGE INTELLIGENCE TECHNOLOGY,000006,X1RFK,AM3WD000G02,G076,"He, Wei Tao",1271,1409,1069,715,377,531,407,468,0,0,0,0,6247,MP,1,NEXUS 16 AMD;NEXUS 16 MLK;NEXUS 16 INTEL,Alienware Notebook
JARLLYTEC CO LTD,000006,FP1YK,AM3WC000401,G076,"He, Wei Tao",440,0,0,0,0,0,0,0,0,0,0,0,440,LTB,1,NEXUS 14 INTEL,Inspiron;Alienware Notebook
JARLLYTEC CO LTD,000006,8DX4N,AM3WC000501,G076,"He, Wei Tao",440,0,0,0,0,0,0,0,0,0,0,0,440,LTB,1,NEXUS 14 INTEL,Inspiron;Alienware Notebook
Compal Precision Module Jiangsu Ltd,000006,DVDNC,AM3WC000701,G076,"He, Wei Tao",440,0,0,0,0,0,0,0,0,0,0,0,440,LTB,1,NEXUS 14 INTEL,Inspiron;Alienware Notebook
JARLLYTEC CO LTD,000006,X1RFK,AM3WD000G01,G076,"He, Wei Tao",1271,1409,1069,715,377,531,407,468,0,0,0,0,6247,MP,1,NEXUS 16 AMD;NEXUS 16 MLK;NEXUS 16 INTEL,Alienware Notebook
Compal Precision Module Jiangsu Ltd,000006,GN5NN,AM3WD000C02,G076,"He, Wei Tao",555,448,305,204,113,175,143,409,0,0,0,0,2352,MP,1,NEXUS 16 AMD;NEXUS 16 INTEL,Alienware Notebook
Compal Precision Module Jiangsu Ltd,000006,XPNK6,AM3WD000C22,G076,"He, Wei Tao",21,15,17,20,17,7,9,5,0,0,0,0,111,MP,1,NEXUS 16 AMD;NEXUS 16 INTEL,Alienware Notebook
Compal Precision Module Jiangsu Ltd,000006,4JWX6,AM3WD000C12,G076,"He, Wei Tao",20,40,21,26,16,18,13,7,0,0,0,0,161,MP,1,NEXUS 16 INTEL,Alienware Notebook
JARLLYTEC CO LTD,000006,3TNMX,AM3WD000F01,G076,"He, Wei Tao",1271,1409,1069,715,377,531,407,468,0,0,0,0,6247,MP,1,NEXUS 16 AMD;NEXUS 16 MLK;NEXUS 16 INTEL,Alienware Notebook
VOSO HINGE INTELLIGENCE TECHNOLOGY,000006,3TNMX,AM3WD000F02,G076,"He, Wei Tao",1271,1409,1069,715,377,531,407,468,0,0,0,0,6247,MP,1,NEXUS 16 AMD;NEXUS 16 MLK;NEXUS 16 INTEL,Alienware Notebook
Suzhou Dazhi Comm Accessory Co Ltd.,000006,HPPNK,AM3RY000122,G076,"He, Wei Tao",,,,,,,,,,,,,,EOL,0,,
Suzhou Dazhi Comm Accessory Co Ltd.,000006,GRG4P,AM3RY000432,G076,"He, Wei Tao",,,,,,,,,,,,,,EOL,0,,
MPT SOLUTION (HK) LIMITED,000006,D5FC7,AP74F000101,G076,"He, Wei Tao",,,,,,,,,,,,,,EOL,0,,
Suzhou Dazhi Comm Accessory Co Ltd.,000006,D5FC7,AP74F000102,G076,"He, Wei Tao",,,,,,,,,,,,,,EOL,0,,
MPT SOLUTION (HK) LIMITED,000006,N1K7M,AP3IT000101,G076,"He, Wei Tao",,,,,,,,,,,,,,EOL,0,,
JU TENG (NEIJIANG) COMMUNICATION,000006,N1K7M,AP3IT000102,G076,"He, Wei Tao",,,,,,,,,,,,,,EOL,0,,
Suzhou Dazhi Comm Accessory Co Ltd.,000006,DVC9J,AM3RY000402,G076,"He, Wei Tao",,,,,,,,,,,,,,EOL,0,,
Suzhou Dazhi Comm Accessory Co Ltd.,000006,2XR0D,AM3RY000412,G076,"He, Wei Tao",,,,,,,,,,,,,,EOL,0,,
MPT SOLUTION (HK) LIMITED,000006,V7TRD,AQ3RY000122,G076,"He, Wei Tao",,,,,,,,,,,,,,EOL,0,,
Catcher Technology Co Ltd,000006,345KV,AQ3RY000101,G076,"He, Wei Tao",,,,,,,,,,,,,,EOL,0,,
MPT SOLUTION (HK) LIMITED,000006,345KV,AQ3RY000102,G076,"He, Wei Tao",,,,,,,,,,,,,,EOL,0,,
Catcher Technology Co Ltd,000006,GN20C,AQ3RY000111,G076,"He, Wei Tao",,,,,,,,,,,,,,EOL,0,,
MPT SOLUTION (HK) LIMITED,000006,GN20C,AQ3RY000112,G076,"He, Wei Tao",,,,,,,,,,,,,,EOL,0,,
Catcher Technology Co Ltd,000006,V7TRD,AQ3RY000121,G076,"He, Wei Tao",,,,,,,,,,,,,,EOL,0,,
Suzhou Dazhi Comm Accessory Co Ltd.,000006,6XFMX,AM3RY000102,G076,"He, Wei Tao",,,,,,,,,,,,,,EOL,0,,
MPT SOLUTION (HK) LIMITED,000006,H9F0J,AP3JS000101,G076,"He, Wei Tao",,,,,,,,,,,,,,EOL,0,,
HONGKONG CHUNQIU INTERNATIONAL CO,000006,D8RFY,AP3IT000304,G076,"He, Wei Tao",,,,,,,,,,,,,,EOL,0,,
SUZHOU FORIN NEW,000006,D8RFY,AP3IT000303,G076,"He, Wei Tao",,,,,,,,,,,,,,EOL,0,,
Suzhou Dazhi Comm Accessory Co Ltd.,000006,D8RFY,AP3IT000302,G076,"He, Wei Tao",,,,,,,,,,,,,,EOL,0,,
MPT SOLUTION (HK) LIMITED,000006,D8RFY,AP3IT000301,G076,"He, Wei Tao",,,,,,,,,,,,,,EOL,0,,
JU TENG (NEIJIANG) COMMUNICATION,000006,PFHNJ,AP3IT000112,G076,"He, Wei Tao",,,,,,,,,,,,,,EOL,0,,
MPT SOLUTION (HK) LIMITED,000006,PFHNJ,AP3IT000111,G076,"He, Wei Tao",,,,,,,,,,,,,,EOL,0,,
Suzhou Dazhi Comm Accessory Co Ltd.,000006,H9F0J,AP3JS000102,G076,"He, Wei Tao",,,,,,,,,,,,,,EOL,0,,
Kunshan Wanhe Precision Electron Co,000006,HTF3C,AM2FB000403,G076,"He, Wei Tao",,,,,,,,,,,,,,EOL,0,,
Kunshan Wanhe Precision Electron Co,000006,33YJW,AM2FB000303,G076,"He, Wei Tao",,,,,,,,,,,,,,EOL,0,,
"Leohab Enterprise Co., Ltd - MEC",000006,33YJW,AM2FB000302,G076,"He, Wei Tao",,,,,,,,,,,,,,EOL,0,,
"Leohab Enterprise Co., Ltd - MEC",000006,HTF3C,AM2FB000402,G076,"He, Wei Tao",,,,,,,,,,,,,,EOL,0,,
JU TENG (NEIJIANG) COMMUNICATION,000006,NKPM7,AP2UK000D02,G076,"He, Wei Tao",,,,,,,,,,,,,,EOL,0,,
Suzhou Dazhi Comm Accessory Co Ltd.,000006,J8K30,AP2UK000B22,G076,"He, Wei Tao",,,,,,,,,,,,,,EOL,0,,
JU TENG (NEIJIANG) COMMUNICATION,000006,DGWMV,AP30K000412,G076,"He, Wei Tao",,,,,,,,,,,,,,EOL,0,,
JU TENG (NEIJIANG) COMMUNICATION,000006,DW98X,AP30K000402,G076,"He, Wei Tao",,,,,,,,,,,,,,EOL,0,,
VOSO HINGE INTELLIGENCE TECHNOLOGY,000006,0FJ0X,AM30K000A03,G076,"He, Wei Tao",,,,,,,,,,,,,,EOL,0,,
Kunshan Wanhe Precision Electron Co,000006,MX89N,AM30K000B02,G076,"He, Wei Tao",,,,,,,,,,,,,,EOL,0,,
VOSO HINGE INTELLIGENCE TECHNOLOGY,000006,MX89N,AM30K000B03,G076,"He, Wei Tao",,,,,,,,,,,,,,EOL,0,,
Kunshan Wanhe Precision Electron Co,000006,0FJ0X,AM30K000A02,G076,"He, Wei Tao",,,,,,,,,,,,,,EOL,0,,
MPT SOLUTION (HK) LIMITED,000006,J8K30,AP2UK000B21,G076,"He, Wei Tao",,,,,,,,,,,,,,EOL,0,,
MPT SOLUTION (HK) LIMITED,000006,DGWMV,AP30K000411,G076,"He, Wei Tao",,,,,,,,,,,,,,EOL,0,,
MPT SOLUTION (HK) LIMITED,000006,DW98X,AP30K000401,G076,"He, Wei Tao",,,,,,,,,,,,,,EOL,0,,
MPT SOLUTION (HK) LIMITED,000006,KG9WH,AP30K000501,G076,"He, Wei Tao",,,,,,,,,,,,,,EOL,0,,
JARLLYTEC CO LTD,000006,MX89N,AM30K000B04,G076,"He, Wei Tao",,,,,,,,,,,,,,EOL,0,,
JARLLYTEC CO LTD,000006,0FJ0X,AM30K000A04,G076,"He, Wei Tao",,,,,,,,,,,,,,EOL,0,,
MPT SOLUTION (HK) LIMITED,000006,NKPM7,AP2UK000D01,G076,"He, Wei Tao",,,,,,,,,,,,,,EOL,0,,
HONGKONG CHUNQIU INTERNATIONAL CO,000006,DW98X,AP30K000404,G076,"He, Wei Tao",,,,,,,,,,,,,,EOL,0,,
SUZHOU FORIN NEW,000006,NKPM7,AP2UK000D03,G076,"He, Wei Tao",,,,,,,,,,,,,,EOL,0,,
SUZHOU FORIN NEW,000006,J8K30,AP2UK000B23,G076,"He, Wei Tao",,,,,,,,,,,,,,EOL,0,,
SUZHOU FORIN NEW,000006,DGWMV,AP30K000413,G076,"He, Wei Tao",,,,,,,,,,,,,,EOL,0,,
SUZHOU FORIN NEW,000006,DW98X,AP30K000403,G076,"He, Wei Tao",,,,,,,,,,,,,,EOL,0,,
FOSITEK CORP,000006,PF108,AM30F000703,G937,"Lin, Luye",26092,13996,12245,31688,10701,23869,33994,24901,23974,18529,1965,1399,223353,MP,1,TREK,Latitude
Kunshan Wanhe Precision Electron Co,000006,4VYVH,AM409000402,G937,"Lin, Luye",2321,169,128,446,109,308,482,358,353,261,6,6,4947,MP,1,TREK ADL-N,Latitude
Kunshan Wanhe Precision Electron Co,000006,PN110,AM30F000802,G937,"Lin, Luye",26092,13996,12245,31688,10701,23869,33994,24901,23974,18529,1965,1399,223353,MP,1,TREK,Latitude
Kunshan Wanhe Precision Electron Co,000006,PF108,AM30F000702,G937,"Lin, Luye",26092,13996,12245,31688,10701,23869,33994,24901,23974,18529,1965,1399,223353,MP,1,TREK,Latitude
VOSO HINGE INTELLIGENCE TECHNOLOGY,000006,YNRFG,AM2FD000304,G937,"Lin, Luye",13984,23637,28643,57784,90896,105243,110332,80362,38543,0,0,0,549424,MP,1,FOREST CREEK JSL 2-IN-1 CHROME;FOREST CREEK 11 2 IN 1 CHROME;ZUMA-P;FOREST CREEK ADL,Precision;Chrome
FOSITEK CORP,000006,YNRFG,AM2FD000302,G937,"Lin, Luye",13984,23637,28643,57784,90896,105243,110332,80362,38543,0,0,0,549424,MP,1,FOREST CREEK JSL 2-IN-1 CHROME;FOREST CREEK 11 2 IN 1 CHROME;ZUMA-P;FOREST CREEK ADL,Precision;Chrome
Kunshan Wanhe Precision Electron Co,000006,YNRFG,AM2FD000303,G937,"Lin, Luye",13984,23637,28643,57784,90896,105243,110332,80362,38543,0,0,0,549424,MP,1,FOREST CREEK JSL 2-IN-1 CHROME;FOREST CREEK 11 2 IN 1 CHROME;ZUMA-P;FOREST CREEK ADL,Precision;Chrome
Kunshan Wanhe Precision Electron Co,000006,4VF9J,AM409000302,G937,"Lin, Luye",2321,169,128,446,109,308,482,358,353,261,6,6,4947,MP,1,TREK ADL-N,Latitude
FOSITEK CORP,000006,PN110,AM30F000803,G937,"Lin, Luye",26092,13996,12245,31688,10701,23869,33994,24901,23974,18529,1965,1399,223353,MP,1,TREK,Latitude
Catcher Technology Co Ltd,000006,6X3PM,AM74C000O01,G937,"Lin, Luye",51,2,2,2,0,0,0,0,0,0,0,0,57,LTB,1,MAYA BAY,Precision
CASETEK SINGAPORE PTE LTD,000006,6X3PM,AM74C000O02,G937,"Lin, Luye",51,2,2,2,0,0,0,0,0,0,0,0,57,LTB,1,MAYA BAY,Precision
MPT SOLUTION (HK) LIMITED,000006,3TC0Y,AQ74C000111,G937,"Lin, Luye",4849,4827,4902,5761,4403,5072,5377,3999,4849,4957,1661,1184,51841,MP,1,MAYA BAY;MAYA BAY MLK MTL-H CS 16,Precision
MPT SOLUTION (HK) LIMITED,000006,G1XG8,AQ74C000121,G937,"Lin, Luye",680,353,656,196,233,233,204,155,449,248,0,0,3407,MP,1,MAYA BAY;MAYA BAY MLK MTL-H CS 16,Precision
HONGKONG CHUNQIU INTERNATIONAL CO,000006,81C0C,AQ74C000102,G937,"Lin, Luye",20835,21653,20720,23065,20842,21248,23345,18434,17843,15125,2485,2318,207913,MP,1,MAYA BAY;MAYA BAY MLK MTL-H CS 16,Precision
HONGKONG CHUNQIU INTERNATIONAL CO,000006,3TC0Y,AQ74C000112,G937,"Lin, Luye",4849,4827,4902,5761,4403,5072,5377,3999,4849,4957,1661,1184,51841,MP,1,MAYA BAY;MAYA BAY MLK MTL-H CS 16,Precision
Compal Precision Module Jiangsu Ltd,000006,6X3PM,AM74C000O03,G937,"Lin, Luye",51,2,2,2,0,0,0,0,0,0,0,0,57,LTB,1,MAYA BAY,Precision
SUZHOU FORIN NEW,000006,81C0C,AQ74C000103,G937,"Lin, Luye",20835,21653,20720,23065,20842,21248,23345,18434,17843,15125,2485,2318,207913,MP,1,MAYA BAY;MAYA BAY MLK MTL-H CS 16,Precision
SUZHOU FORIN NEW,000006,3TC0Y,AQ74C000113,G937,"Lin, Luye",4849,4827,4902,5761,4403,5072,5377,3999,4849,4957,1661,1184,51841,MP,1,MAYA BAY;MAYA BAY MLK MTL-H CS 16,Precision
SHIN ZU SHING CO LTD,000006,R5KMT,AM2FD000101,G937,"Lin, Luye",13984,23637,28643,57784,90896,105243,110332,80362,38543,0,0,0,549424,MP,1,FOREST CREEK JSL 2-IN-1 CHROME;FOREST CREEK 11 2 IN 1 CHROME;ZUMA-P;FOREST CREEK ADL,Precision;Chrome
Catcher Technology Co Ltd,000006,M2YMK,AM943000101,G937,"Lin, Luye",21040,21839,21301,23356,20829,21338,23281,18221,18275,15370,2781,2503,210134,MP,1,MAYA BAY MLK MTL-H CS 16,Precision
CASETEK SINGAPORE PTE LTD,000006,9DMN0,AM943000112,G937,"Lin, Luye",1387,1391,1346,1470,1337,1425,1554,1262,1255,1217,258,205,14107,MP,1,MAYA BAY MLK MTL-H CS 16,Precision
Catcher Technology Co Ltd,000006,0JYJ5,AM943000121,G937,"Lin, Luye",3631,3610,3639,4203,3327,3804,4108,3121,3626,3757,1111,799,38736,MP,1,MAYA BAY MLK MTL-H CS 16,Precision
CASETEK SINGAPORE PTE LTD,000006,0JYJ5,AM943000122,G937,"Lin, Luye",3631,3610,3639,4203,3327,3804,4108,3121,3626,3757,1111,799,38736,MP,1,MAYA BAY MLK MTL-H CS 16,Precision
