SUPPLIER NAME,EMS CODE,DGP ITEM,EMS ITEM,BUYER CODE,BUYER NAME,Oct,Nov,Dec,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,TTL,Life Cycle,Collabs,Project,Platform
VOSO HINGE INTELLIGENCE TECHNOLOGY,000006,1F3DR,AM30R000B03,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
MPT SOLUTION (HK) LIMITED,000006,6MR04,AQ30R000102,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
Catcher Technology Co Ltd,000006,6MR04,AQ30R000103,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
MPT SOLUTION (HK) LIMITED,000006,R74W0,AQ30W000312,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
Kunshan Wanhe Precision Electron Co,000006,TMFGF,AM30T000602,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
JARLLYTEC CO LTD,000006,TMFGF,AM30T000603,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
JARLLYTEC CO LTD,000006,G1PMR,AM30T000506,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
Kunshan Wanhe Precision Electron Co,000006,G1PMR,AM30T000502,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
Kunshan Wanhe Precision Electron Co,000006,R1165,AM30W000N02,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
SUZHOU FORIN NEW,000006,6MR04,AQ30R000101,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
Kunshan Wanhe Precision Electron Co,000006,N2NH2,AM30W000D02,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
Kunshan Wanhe Precision Electron Co,000006,NVCHR,AM30W000E02,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
SUZHOU FORIN NEW,000006,R74W0,AQ30W000311,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
Kunshan Wanhe Precision Electron Co,000006,9YFGR,AM30W000O02,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
HONGKONG CHUNQIU INTERNATIONAL CO,000006,CCMJ5,AM3IV000303,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
SUZHOU FORIN NEW,000006,F0V34,AQ3IW000202,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
SUZHOU FORIN NEW,000006,M0G6N,AQ3IW000302,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
SUZHOU FORIN NEW,000006,DTN7N,AQ3IW000401,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
HONGKONG CHUNQIU INTERNATIONAL CO,000006,PDF96,AM3IW000A04,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
HONGKONG CHUNQIU INTERNATIONAL CO,000006,F73RX,AM3IW000D02,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
HONGKONG CHUNQIU INTERNATIONAL CO,000006,M58Y4,AM3IW000804,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
HONGKONG CHUNQIU INTERNATIONAL CO,000006,C4NP8,AM3IW000904,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
SUZHOU FORIN NEW,000006,HRM55,AQ3IW000102,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
VITO Technology Suqian Co Ltd,000006,M58Y4,AM3IW000803,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
VITO Technology Suqian Co Ltd,000006,C4NP8,AM3IW000903,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
VITO Technology Suqian Co Ltd,000006,N0G0C,AM3IW000E03,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
VITO Technology Suqian Co Ltd,000006,PDF96,AM3IW000A03,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
VITO Technology Suqian Co Ltd,000006,W2H1J,AM3IW000G03,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
Compal Precision Module Jiangsu Ltd,000006,N0G0C,AM3IW000E02,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
Compal Precision Module Jiangsu Ltd,000006,C4NP8,AM3IW000902,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
Compal Precision Module Jiangsu Ltd,000006,7FY0T,AM3IW000C02,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
Compal Precision Module Jiangsu Ltd,000006,PDF96,AM3IW000A02,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
Compal Precision Module Jiangsu Ltd,000006,W2H1J,AM3IW000G02,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
Compal Precision Module Jiangsu Ltd,000006,CVC1Y,AM3IW000B02,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
Compal Precision Module Jiangsu Ltd,000006,M58Y4,AM3IW000802,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
Catcher Technology Co Ltd,000006,FT7K1,AQ3IX000102,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
Suzhou Dazhi Comm Accessory Co Ltd.,000006,90P75,AM3IX000201,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
Catcher Technology Co Ltd,000006,HRM55,AQ3IW000103,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
Catcher Technology Co Ltd,000006,DTN7N,AQ3IW000403,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
Suzhou Dazhi Comm Accessory Co Ltd.,000006,C1FJV,AM3IW000601,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
Suzhou Dazhi Comm Accessory Co Ltd.,000006,9NNM2,AM3IX000101,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
Catcher Technology Co Ltd,000006,M0G6N,AQ3IW000303,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
MPT SOLUTION (HK) LIMITED,000006,5X0JC,AQ30U000112,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
Suzhou Dazhi Comm Accessory Co Ltd.,000006,DTN7N,AQ3IW000404,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
Suzhou Dazhi Comm Accessory Co Ltd.,000006,269RM,AM3IW000501,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
Suzhou Dazhi Comm Accessory Co Ltd.,000006,J3RH6,AM3IW000H01,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
Suzhou Dazhi Comm Accessory Co Ltd.,000006,857YM,AQ30S000114,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
MPT SOLUTION (HK) LIMITED,000006,857YM,AQ30S000112,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
Catcher Technology Co Ltd,000006,857YM,AQ30S000113,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
Kunshan Wanhe Precision Electron Co,000006,8TFVF,AM30S000Q03,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
JARLLYTEC CO LTD,000006,72D4W,AM30S000P04,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
VOSO HINGE INTELLIGENCE TECHNOLOGY,000006,72D4W,AM30S000P02,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
JARLLYTEC CO LTD,000006,8TFVF,AM30S000Q04,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
Kunshan Wanhe Precision Electron Co,000006,72D4W,AM30S000P03,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
VOSO HINGE INTELLIGENCE TECHNOLOGY,000006,8TFVF,AM30S000Q02,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
Kunshan Wanhe Precision Electron Co,000006,RPP7M,AM30U000C01,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
JARLLYTEC CO LTD,000006,RX3DX,AM30U000B05,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
Kunshan Wanhe Precision Electron Co,000006,RX3DX,AM30U000B01,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
JARLLYTEC CO LTD,000006,RX3DX,AM30U000B02,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
Kunshan Wanhe Precision Electron Co,000006,RX3DX,AM30U000B04,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
JARLLYTEC CO LTD,000006,RPP7M,AM30U000C05,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
Kunshan Wanhe Precision Electron Co,000006,8FTGT,AM30U000704,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
JARLLYTEC CO LTD,000006,RPP7M,AM30U000C02,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
JARLLYTEC CO LTD,000006,8FTGT,AM30U000705,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
JARLLYTEC CO LTD,000006,8FTGT,AM30U000702,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
Kunshan Wanhe Precision Electron Co,000006,RPP7M,AM30U000C04,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
SUZHOU FORIN NEW,000006,857YM,AQ30S000111,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
JARLLYTEC CO LTD,000006,J0D64,AM30U000805,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
Kunshan Wanhe Precision Electron Co,000006,J0D64,AM30U000804,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
Kunshan Wanhe Precision Electron Co,000006,J0D64,AM30U000801,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
JARLLYTEC CO LTD,000006,J0D64,AM30U000802,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
Kunshan Wanhe Precision Electron Co,000006,8FTGT,AM30U000701,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
SUZHOU FORIN NEW,000006,5X0JC,AQ30U000111,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
MPT SOLUTION (HK) LIMITED,000006,DTN7N,AQ3IW000402,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
MPT SOLUTION (HK) LIMITED,000006,FT7K1,AQ3IX000101,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
MPT SOLUTION (HK) LIMITED,000006,M0G6N,AQ3IW000301,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
MPT SOLUTION (HK) LIMITED,000006,HRM55,AQ3IW000101,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
HONGKONG CHUNQIU INTERNATIONAL CO,000006,N0G0C,AM3IW000E04,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
HONGKONG CHUNQIU INTERNATIONAL CO,000006,W2H1J,AM3IW000G04,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
SAMSUNG SEMICONDUCTOR INC -MEM,000006,J3RH6,AM3IW000H06,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
Suzhou Dazhi Comm Accessory Co Ltd.,000006,F0V34,AQ3IW000204,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
Catcher Technology Co Ltd,000006,F0V34,AQ3IW000203,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
MPT SOLUTION (HK) LIMITED,000006,F0V34,AQ3IW000201,G838,"Zhang, Qing",,,,,,,,,,,,,,EOL,0,,
Kunshan Wanhe Precision Electron Co,000289,6FJP7,6FJP7$AB1,G554,"Qin, Peiyu",,,,,,,,,,,,,,EOL,0,,
Kunshan Wanhe Precision Electron Co,000289,PC8YH,PC8YH$AA1,G554,"Qin, Peiyu",,,,,,,,,,,,,,EOL,0,,
MPT SOLUTION (HK) LIMITED,000289,YCRJV,YCRJV$AA1,G554,"Qin, Peiyu",15503,12826,12475,16911,15459,14384,11882,3972,6578,1236,252,188,111666,MP,1,ARCHES MTL CS 15,Latitude
HONGKONG CHUNQIU INTERNATIONAL CO,000289,17DJM,17DJM$DA1,G554,"Qin, Peiyu",62866,66280,57886,47227,46764,51607,35868,21055,9064,5304,421,242,404584,MP,1,ARCHES MTL CS 360 13,Latitude
MPT SOLUTION (HK) LIMITED,000289,X7KPJ,X7KPJ$AA1,G554,"Qin, Peiyu",225998,168553,164969,178787,178978,148215,109218,72923,44457,11091,1701,1270,1306160,MP,1,ARCHES MTL CS 15,Latitude
MPT SOLUTION (HK) LIMITED,000289,3FNR3,3FNR3$AA1,G554,"Qin, Peiyu",40577,35570,35894,37765,34823,36625,33715,25833,24085,19713,4477,3951,333028,MP,1,ARCHES P 3 MTL H45 15,Precision;Latitude
MPT SOLUTION (HK) LIMITED,000289,2TV1X,2TV1X$AA1,G554,"Qin, Peiyu",24972,14726,19625,18250,18272,17095,13297,8585,3982,2122,327,245,141498,MP,1,ARCHES MTL CS 15,Latitude
MPT SOLUTION (HK) LIMITED,000289,17DJM,17DJM$AA1,G554,"Qin, Peiyu",62866,66280,57886,47227,46764,51607,35868,21055,9064,5304,421,242,404584,MP,1,ARCHES MTL CS 360 13,Latitude
MPT SOLUTION (HK) LIMITED,000289,4MHG0,4MHG0$AA1,G554,"Qin, Peiyu",8209,5895,5906,7063,6711,6446,5187,2666,6536,997,66,49,55731,MP,1,ARCHES MTL CS 15,Latitude
MPT SOLUTION (HK) LIMITED,000289,M5PTJ,M5PTJ$AA1,G554,"Qin, Peiyu",14036,11569,10820,12294,11503,11321,10347,9311,8518,6417,369,368,106873,MP,1,ARCHES P 3 MTL CS 15,Precision
MPT SOLUTION (HK) LIMITED,000289,RN9PR,RN9PR$AA1,G554,"Qin, Peiyu",40043,35090,22627,23610,20986,23143,17469,7995,4292,1223,210,121,196809,MP,1,ARCHES MTL CS 360 13,Latitude
MPT SOLUTION (HK) LIMITED,000289,7G09J,7G09J$AA1,G554,"Qin, Peiyu",15008,12450,11811,13407,11290,12952,12188,10409,9366,9625,1880,1558,121944,MP,1,ARCHES P 3 MTL CS 15,Precision
SHIN ZU SHING CO LTD,000289,0VYYD,0VYYD$CA1,G554,"Qin, Peiyu",10348,5569,6379,5007,3653,3633,446,117,117,156,0,0,35425,MP,1,SENTRY-N HWK_HS 2IN1 14,Inspiron
SHIN ZU SHING CO LTD,000289,PX78P,PX78P$CB1,G554,"Qin, Peiyu",10348,5569,6379,5007,3653,3633,446,117,117,156,0,0,35425,MP,1,SENTRY-N HWK_HS 2IN1 14,Inspiron
SHIN ZU SHING CO LTD,000289,4CTD8,4CTD8$CA1,G554,"Qin, Peiyu",23071,13646,10414,10669,14969,9450,3211,1166,1215,1166,0,0,88977,MP,1,SENTRY-N HWK_HS 2IN1 14;SENTRY-N RPL_U R 2IN1 14,Inspiron
SHIN ZU SHING CO LTD,000289,YKDY0,YKDY0$CB1,G554,"Qin, Peiyu",23071,13646,10414,10669,14969,9450,3211,1166,1215,1166,0,0,88977,MP,1,SENTRY-N HWK_HS 2IN1 14;SENTRY-N RPL_U R 2IN1 14,Inspiron
SUZHOU FORIN NEW,000289,YCRJV,YCRJV$DA1,G554,"Qin, Peiyu",15503,12826,12475,16911,15459,14384,11882,3972,6578,1236,252,188,111666,MP,1,ARCHES MTL CS 15,Latitude
HONGKONG CHUNQIU INTERNATIONAL CO,000289,X7KPJ,X7KPJ$CA1,G554,"Qin, Peiyu",225998,168553,164969,178787,178978,148215,109218,72923,44457,11091,1701,1270,1306160,MP,1,ARCHES MTL CS 15,Latitude
HONGKONG CHUNQIU INTERNATIONAL CO,000289,YCRJV,YCRJV$CA1,G554,"Qin, Peiyu",15503,12826,12475,16911,15459,14384,11882,3972,6578,1236,252,188,111666,MP,1,ARCHES MTL CS 15,Latitude
JU TENG (NEIJIANG) COMMUNICATION,000289,X7KPJ,X7KPJ$BA1,G554,"Qin, Peiyu",225998,168553,164969,178787,178978,148215,109218,72923,44457,11091,1701,1270,1306160,MP,1,ARCHES MTL CS 15,Latitude
JU TENG (NEIJIANG) COMMUNICATION,000289,RN9PR,RN9PR$BA1,G554,"Qin, Peiyu",40043,35090,22627,23610,20986,23143,17469,7995,4292,1223,210,121,196809,MP,1,ARCHES MTL CS 360 13,Latitude
HONGKONG CHUNQIU INTERNATIONAL CO,000289,M5PTJ,M5PTJ$CA1,G554,"Qin, Peiyu",14036,11569,10820,12294,11503,11321,10347,9311,8518,6417,369,368,106873,MP,1,ARCHES P 3 MTL CS 15,Precision
JU TENG (NEIJIANG) COMMUNICATION,000289,YCRJV,YCRJV$BA1,G554,"Qin, Peiyu",15503,12826,12475,16911,15459,14384,11882,3972,6578,1236,252,188,111666,MP,1,ARCHES MTL CS 15,Latitude
JU TENG (NEIJIANG) COMMUNICATION,000289,M5PTJ,M5PTJ$BA1,G554,"Qin, Peiyu",14036,11569,10820,12294,11503,11321,10347,9311,8518,6417,369,368,106873,MP,1,ARCHES P 3 MTL CS 15,Precision
SUZHOU FORIN NEW,000289,X7KPJ,X7KPJ$DA1,G554,"Qin, Peiyu",225998,168553,164969,178787,178978,148215,109218,72923,44457,11091,1701,1270,1306160,MP,1,ARCHES MTL CS 15,Latitude
JU TENG (NEIJIANG) COMMUNICATION,000289,2TV1X,2TV1X$BA1,G554,"Qin, Peiyu",24972,14726,19625,18250,18272,17095,13297,8585,3982,2122,327,245,141498,MP,1,ARCHES MTL CS 15,Latitude
HONGKONG CHUNQIU INTERNATIONAL CO,000289,2TV1X,2TV1X$CA1,G554,"Qin, Peiyu",24972,14726,19625,18250,18272,17095,13297,8585,3982,2122,327,245,141498,MP,1,ARCHES MTL CS 15,Latitude
HONGKONG CHUNQIU INTERNATIONAL CO,000289,3FNR3,3FNR3$CA1,G554,"Qin, Peiyu",40577,35570,35894,37765,34823,36625,33715,25833,24085,19713,4477,3951,333028,MP,1,ARCHES P 3 MTL H45 15,Precision;Latitude
JU TENG (NEIJIANG) COMMUNICATION,000289,4MHG0,4MHG0$BA1,G554,"Qin, Peiyu",8209,5895,5906,7063,6711,6446,5187,2666,6536,997,66,49,55731,MP,1,ARCHES MTL CS 15,Latitude
HONGKONG CHUNQIU INTERNATIONAL CO,000289,7G09J,7G09J$CA1,G554,"Qin, Peiyu",15008,12450,11811,13407,11290,12952,12188,10409,9366,9625,1880,1558,121944,MP,1,ARCHES P 3 MTL CS 15,Precision
JU TENG (NEIJIANG) COMMUNICATION,000289,7G09J,7G09J$BA1,G554,"Qin, Peiyu",15008,12450,11811,13407,11290,12952,12188,10409,9366,9625,1880,1558,121944,MP,1,ARCHES P 3 MTL CS 15,Precision
HONGKONG CHUNQIU INTERNATIONAL CO,000289,4MHG0,4MHG0$CA1,G554,"Qin, Peiyu",8209,5895,5906,7063,6711,6446,5187,2666,6536,997,66,49,55731,MP,1,ARCHES MTL CS 15,Latitude
JU TENG (NEIJIANG) COMMUNICATION,000289,3FNR3,3FNR3$BA1,G554,"Qin, Peiyu",40577,35570,35894,37765,34823,36625,33715,25833,24085,19713,4477,3951,333028,MP,1,ARCHES P 3 MTL H45 15,Precision;Latitude
SUZHOU FORIN NEW,000289,17DJM,17DJM$CA1,G554,"Qin, Peiyu",62866,66280,57886,47227,46764,51607,35868,21055,9064,5304,421,242,404584,MP,1,ARCHES MTL CS 360 13,Latitude
JU TENG (NEIJIANG) COMMUNICATION,000289,17DJM,17DJM$BA1,G554,"Qin, Peiyu",62866,66280,57886,47227,46764,51607,35868,21055,9064,5304,421,242,404584,MP,1,ARCHES MTL CS 360 13,Latitude
Kunshan Wanhe Precision Electron Co,000289,0VYYD,0VYYD$BA1,G554,"Qin, Peiyu",10348,5569,6379,5007,3653,3633,446,117,117,156,0,0,35425,MP,1,SENTRY-N HWK_HS 2IN1 14,Inspiron
JARLLYTEC CO LTD,000289,0VYYD,0VYYD$AA1,G554,"Qin, Peiyu",10348,5569,6379,5007,3653,3633,446,117,117,156,0,0,35425,MP,1,SENTRY-N HWK_HS 2IN1 14,Inspiron
JARLLYTEC CO LTD,000289,PX78P,PX78P$AB1,G554,"Qin, Peiyu",10348,5569,6379,5007,3653,3633,446,117,117,156,0,0,35425,MP,1,SENTRY-N HWK_HS 2IN1 14,Inspiron
Kunshan Wanhe Precision Electron Co,000289,PX78P,PX78P$BB1,G554,"Qin, Peiyu",10348,5569,6379,5007,3653,3633,446,117,117,156,0,0,35425,MP,1,SENTRY-N HWK_HS 2IN1 14,Inspiron
Kunshan Wanhe Precision Electron Co,000289,YKDY0,YKDY0$BB1,G554,"Qin, Peiyu",23071,13646,10414,10669,14969,9450,3211,1166,1215,1166,0,0,88977,MP,1,SENTRY-N HWK_HS 2IN1 14;SENTRY-N RPL_U R 2IN1 14,Inspiron
JARLLYTEC CO LTD,000289,YKDY0,YKDY0$AB1,G554,"Qin, Peiyu",23071,13646,10414,10669,14969,9450,3211,1166,1215,1166,0,0,88977,MP,1,SENTRY-N HWK_HS 2IN1 14;SENTRY-N RPL_U R 2IN1 14,Inspiron
Kunshan Wanhe Precision Electron Co,000289,4CTD8,4CTD8$BA1,G554,"Qin, Peiyu",23071,13646,10414,10669,14969,9450,3211,1166,1215,1166,0,0,88977,MP,1,SENTRY-N HWK_HS 2IN1 14;SENTRY-N RPL_U R 2IN1 14,Inspiron
JARLLYTEC CO LTD,000289,4CTD8,4CTD8$AA1,G554,"Qin, Peiyu",23071,13646,10414,10669,14969,9450,3211,1166,1215,1166,0,0,88977,MP,1,SENTRY-N HWK_HS 2IN1 14;SENTRY-N RPL_U R 2IN1 14,Inspiron
FOSITEK CORP,000289,493HR,493HR$AA1,G554,"Qin, Peiyu",2816,3713,2709,2436,886,1247,0,0,0,0,0,0,13807,MP,1,POLARIS N16 INTEL 2-IN-1,Inspiron
JARLLYTEC CO LTD,000289,0XD72,0XD72$BB1,G554,"Qin, Peiyu",2816,3713,2709,2436,886,1247,0,0,0,0,0,0,13807,MP,1,POLARIS N16 INTEL 2-IN-1,Inspiron
FOSITEK CORP,000289,0XD72,0XD72$AB1,G554,"Qin, Peiyu",2816,3713,2709,2436,886,1247,0,0,0,0,0,0,13807,MP,1,POLARIS N16 INTEL 2-IN-1,Inspiron
JARLLYTEC CO LTD,000289,306XP,306XP$BA1,G554,"Qin, Peiyu",12405,6598,5633,3692,1069,847,0,0,0,0,0,0,30244,MP,1,POLARIS N16 INTEL 2-IN-1,Inspiron
FOSITEK CORP,000289,306XP,306XP$AA1,G554,"Qin, Peiyu",12405,6598,5633,3692,1069,847,0,0,0,0,0,0,30244,MP,1,POLARIS N16 INTEL 2-IN-1,Inspiron
JARLLYTEC CO LTD,000289,9DGJW,9DGJW$BB1,G554,"Qin, Peiyu",12405,6598,5633,3692,1069,847,0,0,0,0,0,0,30244,MP,1,POLARIS N16 INTEL 2-IN-1,Inspiron
FOSITEK CORP,000289,9DGJW,9DGJW$AB1,G554,"Qin, Peiyu",12405,6598,5633,3692,1069,847,0,0,0,0,0,0,30244,MP,1,POLARIS N16 INTEL 2-IN-1,Inspiron
JARLLYTEC CO LTD,000289,493HR,493HR$BA1,G554,"Qin, Peiyu",2816,3713,2709,2436,886,1247,0,0,0,0,0,0,13807,MP,1,POLARIS N16 INTEL 2-IN-1,Inspiron
SHIN ZU SHING CO LTD,000289,6MJFF,6MJFF$BA1,G554,"Qin, Peiyu",66359,66864,58216,48886,46787,51629,35894,21082,9090,5316,423,246,410792,MP,1,ARCHES 13,Latitude
SHIN ZU SHING CO LTD,000289,61G43,61G43$BB1,G554,"Qin, Peiyu",8091,3940,5136,6362,5324,9738,13338,200,151,164,56,59,52559,MP,1,QUAKE-L 13,Latitude
SHIN ZU SHING CO LTD,000289,47NMG,47NMG$BA1,G554,"Qin, Peiyu",175,0,0,0,0,0,0,0,0,0,0,0,175,LTB,1,BERNADINO,Latitude
SHIN ZU SHING CO LTD,000289,79MKD,79MKD$BA1,G554,"Qin, Peiyu",41358,35579,22851,24428,20986,23143,17469,7995,4292,1223,210,121,199655,MP,1,ARCHES 13,Latitude
SHIN ZU SHING CO LTD,000289,7984J,7984J$BB1,G554,"Qin, Peiyu",41358,35579,22851,24428,20986,23143,17469,7995,4292,1223,210,121,199655,MP,1,ARCHES 13,Latitude
SHIN ZU SHING CO LTD,000289,YNNWF,YNNWF$AA1,G554,"Qin, Peiyu",355318,267865,263525,284614,277257,246698,196016,134084,103943,50928,9100,7650,2196998,MP,1,ARCHES 15;ARCHES 15P-H;ARCHES 15P,Precision;Latitude
SHIN ZU SHING CO LTD,000289,CTKJN,CTKJN$AB1,G554,"Qin, Peiyu",355318,267865,263525,284614,277257,246698,196016,134084,103943,50928,9100,7650,2196998,MP,1,ARCHES 15;ARCHES 15P-H;ARCHES 15P,Precision;Latitude
SHIN ZU SHING CO LTD,000289,6M0HC,6M0HC$BB1,G554,"Qin, Peiyu",66359,66864,58216,48886,46787,51629,35894,21082,9090,5316,423,246,410792,MP,1,ARCHES 13,Latitude
SHIN ZU SHING CO LTD,000289,K4TP6,K4TP6$BA1,G554,"Qin, Peiyu",8091,3940,5136,6362,5324,9738,13338,200,151,164,56,59,52559,MP,1,QUAKE-L 13,Latitude
SHIN ZU SHING CO LTD,000289,19Y5C,19Y5C$BB1,G554,"Qin, Peiyu",175,0,0,0,0,0,0,0,0,0,0,0,175,LTB,1,BERNADINO,Latitude
SHIN ZU SHING CO LTD,000289,4FWPJ,4FWPJ$AA1,G554,"Qin, Peiyu",,,,,,,,,,,,,,EOL,0,,
SHIN ZU SHING CO LTD,000289,GCKXW,GCKXW$AB1,G554,"Qin, Peiyu",,,,,,,,,,,,,,EOL,0,,
SHIN ZU SHING CO LTD,000289,86JNG,86JNG$AA1,G554,"Qin, Peiyu",0,0,0,0,0,0,0,0,0,0,0,0,0,EOL,0,BROADMOOR 15P MLK;BROADMOOR 15 MLK;SOUTH PEAK 15P MLK;SOUTH PEAK 15 MLK,Precision;Latitude
SHIN ZU SHING CO LTD,000289,522WR,522WR$AB1,G554,"Qin, Peiyu",,,,,,,,,,,,,,EOL,0,,
SHIN ZU SHING CO LTD,000289,81H5Y,81H5Y$AA1,G554,"Qin, Peiyu",,,,,,,,,,,,,,EOL,0,,
SHIN ZU SHING CO LTD,000289,G4H24,G4H24$AB1,G554,"Qin, Peiyu",0,0,0,0,0,0,0,0,0,0,0,0,0,EOL,0,BROADMOOR 15P MLK;BROADMOOR 15 MLK;SOUTH PEAK 15P MLK;SOUTH PEAK 15 MLK,Precision;Latitude
FOSITEK CORP,000289,522WR,522WR$CB1,G554,"Qin, Peiyu",,,,,,,,,,,,,,EOL,0,,
FOSITEK CORP,000289,81H5Y,81H5Y$CA1,G554,"Qin, Peiyu",,,,,,,,,,,,,,EOL,0,,
Kunshan Wanhe Precision Electron Co,000289,81H5Y,81H5Y$BA1,G554,"Qin, Peiyu",,,,,,,,,,,,,,EOL,0,,
Kunshan Wanhe Precision Electron Co,000289,522WR,522WR$BB1,G554,"Qin, Peiyu",,,,,,,,,,,,,,EOL,0,,
FOSITEK CORP,000289,G4H24,G4H24$DB1,G554,"Qin, Peiyu",0,0,0,0,0,0,0,0,0,0,0,0,0,EOL,0,BROADMOOR 15P MLK;BROADMOOR 15 MLK;SOUTH PEAK 15P MLK;SOUTH PEAK 15 MLK,Precision;Latitude
JARLLYTEC CO LTD,000289,4FWPJ,4FWPJ$BA1,G554,"Qin, Peiyu",,,,,,,,,,,,,,EOL,0,,
FOSITEK CORP,000289,4FWPJ,4FWPJ$CA1,G554,"Qin, Peiyu",,,,,,,,,,,,,,EOL,0,,
